PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,COMMIS,SALES_PRICE
P01979,KK Nagar,1526,64,2,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,RH,4.1,3.8,4.5,4.17,327481,13645040
P07185,Anna Nagar,1855,82,2,1,5,AbNormal,Yes,Commercial,NoSewr ,Paved,RH,3.3,2.1,4.8,3.6,188966,20996200
P03108,Karapakkam,1627,39,2,2,4,Normal Sale,Yes,Others,ELO,Paved,RH,4.1,4.6,2.5,3.61,99782,9071125
P05849,Velachery,1846,28,3,2,5,AbNormal,No,House,AllPub,Gravel,RM,3.6,3.9,2,3.26,129790,10815830
P04250,KK Nagar,2019,65,3,2,5,AbNormal,Yes,Others,NoSewr ,Paved,RM,3.8,3.1,3.2,3.35,230445,12802500
P03292,Karapakkam,1578,153,2,2,4,Normal Sale,Yes,Others,AllPub,Gravel,I,4.3,4.6,3.4,,238313,9532500
P08027,Velachery,1780,115,2,1,4,Family,Yes,Commercial,NoSeWa,No Access,C,2.8,4.6,2.5,3.52,173507,13346700
P03347,Karapakkam,662,148,1,1,2,Partial,No,Commercial,NoSeWa,No Access,C,4.7,3.3,2.5,3.4,65348,4356500
P05714,Chrompet,1005,17,1,1,3,Family,No,Commercial,NoSewr ,Gravel,RL,2.2,2.8,4.9,3.25,183857,12257100
P04299,Karapakkam,839,102,1,1,2,Partial,No,House,NoSeWa,Paved,C,4.6,4.6,2.3,3.68,49206,4100500
P07890,Anna Nagar,1698,76,1,1,4,Partial,No,House,AllPub,No Access,RM,4.7,4.4,4.3,4.465,80692,11527430
P08044,Adyar,878,16,1,1,3,Partial,Yes,House,NoSewr ,Paved,A,5,3.3,5,4.66,6453,6452785
P07866,Chrompet,835,77,1,1,3,Partial,Yes,House,ELO,Paved,RM,3.8,4.5,3,3.84,33739,8434750
P03262,Chrompet,911,84,1,1,3,Partial,Yes,Others,ELO,No Access,RH,3.8,3.8,2,3.26,37139,7427820
P09528,Velachery,1796,176,2,1,4,AdjLand,Yes,House,ELO,No Access,RH,4.8,2.1,3.8,3.29,118370,9105350
P06089,Karapakkam,1004,182,1,1,3,AdjLand,No,Others,ELO,No Access,C,4.9,3.3,3.1,3.7,75544,4721500
P05826,Anna Nagar,1694,86,1,1,4,Normal Sale,No,Others,NoSeWa,Paved,RL,2.6,2.5,2.4,2.495,213775,12575010
P02984,Karapakkam,1244,50,1,1,3,AbNormal,Yes,Others,AllPub,Gravel,I,2.5,2.1,2.6,2.42,143150,7952750
P05451,Karapakkam,588,163,1,1,2,Partial,No,Others,AllPub,Paved,RL,4.9,4.2,3.5,4.13,57055,5705500
P03403,KK Nagar,2342,69,4,2,6,AdjLand,Yes,House,NoSewr ,Paved,RL,4.1,3.8,2.6,3.41,180582,12898740
P08753,Velachery,1835,88,3,2,5,Normal Sale,No,Others,AllPub,Paved,RL,4.7,2.6,2.1,2.98,182284,10722580
P08480,Anna Nagar,1977,84,2,1,5,Partial,Yes,House,AllPub,Gravel,RL,4.6,4.8,3.9,4.37,211544,14102960
P03822,KK Nagar,1961,104,3,2,5,AbNormal,Yes,Commercial,NoSeWa,Gravel,RM,2,2.6,3.2,2.66,387484,17612900
P09994,Velachery,1517,82,2,1,4,Normal Sale,Yes,House,NoSewr ,No Access,A,3.2,3.5,3.8,3.52,85763,7146890
P06686,KK Nagar,2409,103,4,2,6,Partial,Yes,Others,NoSeWa,Gravel,RL,4.3,4,2,3.29,242577,13476480
P09839,Velachery,1864,187,3,2,5,Partial,No,Commercial,ELO,Gravel,RH,3.2,4.6,2.8,3.71,181207,15100560
P07907,Velachery,1643,52,2,1,4,Family,Yes,Commercial,AllPub,Paved,RM,4.8,3.6,2.4,3.54,249584,15599020
P01575,Adyar,1015,76,1,1,3,Family,Yes,Commercial,NoSewr ,No Access,C,4.6,2.2,2.3,2.97,112246,11224620
P05854,Anna Nagar,1700,135,1,1,4,Normal Sale,Yes,Others,NoSewr ,No Access,RH,4.3,2.7,2.4,3.14,174679,12477040
P05279,Karapakkam,624,34,1,1,2,Family,No,Commercial,ELO,No Access,C,4.4,3.4,3,3.54,92321,4396250
P08056,Chrompet,980,84,1,1,3,Normal Sale,No,Commercial,NoSewr ,Paved,RL,3,3.8,4.6,3.8,130908,11900750
P05180,Karapakkam,1003,196,1,1,3,AbNormal,Yes,Commercial,NoSeWa,Gravel,RH,2.5,4.3,4.4,3.8,161440,10090000
P06772,Adyar,1072,66,1,1,3,Family,Yes,House,NoSeWa,No Access,A,2.3,2.3,2.3,2.3,33038,6607690
P05622,Karapakkam,808,119,1,1,2,AdjLand,No,House,NoSeWa,Gravel,C,3.1,2.4,3,2.85,90293,4752250
P03766,Chrompet,1027,131,1,1,3,Normal Sale,No,House,ELO,Paved,RH,2.8,3.7,3.3,3.31,44648,7441350
P05493,Karapakkam,696,84,1,1,2,Normal Sale,No,House,NoSeWa,Gravel,RL,3.5,2.1,3.6,3.12,77295,6441250
P05498,Velachery,1716,86,2,1,4,Family,Yes,House,ELO,Paved,RL,2.1,3.3,2.2,2.67,155398,10359860
P03329,Velachery,1878,18,3,2,5,Family,No,Commercial,AllPub,Paved,C,5,2.6,4.8,3.86,257917,14328720
P02091,KK Nagar,1699,98,2,1,4,Normal Sale,Yes,Others,NoSeWa,Gravel,RL,4.3,2.9,2.4,3.12,125885,11444100
P01651,KK Nagar,1626,188,2,1,4,AbNormal,No,House,AllPub,Paved,RM,2.9,3.6,2.7,3.03,135524,9680280
P07585,KK Nagar,1730,200,2,1,4,Normal Sale,No,Commercial,NoSewr ,Gravel,RL,2.1,3.5,3.5,3.08,235830,14739360
P09195,Chrompet,996,78,1,1,3,Family,No,Others,ELO,Gravel,RL,4.1,4.9,2.6,3.97,151974,8939620
P00166,Chrmpet,1277,111,2,1,4,AdjLand,Yes,Commercial,AllPub,No Access,RM,4,3.8,3.4,3.74,47131,15710400
P00927,Chrompet,906,64,1,1,3,Normal Sale,No,Commercial,NoSeWa,Paved,RH,3.2,2.3,2.9,2.75,30680,10226600
P01999,Anna Nagar,1976,112,2,1,5,Partial,No,House,NoSeWa,Paved,RL,5,2.9,2.2,3.355,110700,12300050
P04891,Velachery,1776,120,2,1,4,Normal Sale,Yes,House,NoSeWa,Paved,RH,4.9,2.4,3.4,,89903,9989170
P03800,Karapakkam,1402,112,2,2,4,Normal Sale,No,House,NoSeWa,Gravel,I,3.7,3.6,5,4.19,111464,6966500
P07958,Chrompet,1160,138,1,1,3,AdjLand,Yes,Others,AllPub,No Access,RH,4.4,3.4,2.7,3.49,104103,9463900
P09676,Velachery,1957,134,3,2,5,Normal Sale,Yes,Commercial,ELO,No Access,I,4.6,3.7,3.1,3.75,243191,15199450
P01737,T Nagar,1887,48,2,1,5,AdjLand,No,Commercial,NoSewr ,No Access,RL,2.3,2.4,3.3,2.775,348491,20499450
P07362,Velachery,1859,142,3,2,5,Normal Sale,Yes,House,ELO,Paved,RH,4.6,4.9,4.4,4.68,138953,9925210
P09402,Chrompet,747,168,1,1,2,Family,Yes,Commercial,AllPub,No Access,RM,4.9,2.7,2.7,3.36,157130,11223550
P06908,Adyar,985,159,1,1,3,Partial,Yes,House,NoSeWa,Paved,C,3.6,2.7,2.1,2.67,44277,7379505
P01178,Chrompet,1024,77,1,1,3,Normal Sale,Yes,Commercial,AllPub,No Access,RH,3.4,3.3,2.7,3.15,108823,12091400
P05817,Velachery,1600,148,2,1,4,Family,Yes,Others,ELO,Paved,RL,2.9,3.5,4.9,3.77,94772,10530200
P00699,Chrompet,1276,141,2,1,4,Normal Sale,No,Others,NoSeWa,Paved,RL,3.8,2.3,3.8,3.2,163270,9604120
P04841,Chrompet,1159,90,1,1,3,Family,Yes,House,ELO,Gravel,RH,4.3,3.3,2.6,3.39,108754,9062800
P01647,Karapakkam,1024,142,1,1,3,AbNormal,Yes,House,NoSeWa,No Access,C,3.4,3.1,4.9,3.91,94970,4748500
P04590,Adyar,1249,93,2,2,4,AdjLand,No,Commercial,NoSewr ,Paved,A,3.9,2.2,4.8,,176992,12642285
P03908,Chrompet,839,175,1,1,3,Normal Sale,Yes,Others,AllPub,Gravel,RH,2.5,4.4,3.2,3.47,72859,9107430
P08794,Chrompet,1286,105,2,1,4,AbNormal,No,House,AllPub,No Access,RM,2.2,2.2,4.9,3.01,118993,9153300
P02451,KK Nagar,2467,69,4,2,6,AdjLand,No,House,AllPub,Gravel,RL,3,3.6,2.4,2.94,139160,12650920
P04850,Karapakkam,653,121,1,1,2,AdjLand,No,Commercial,ELO,No Access,RM,2.5,3.1,5,3.68,160340,7635250
P05660,Karapakkam,606,4,1,1,2,Family,Yes,Others,NoSeWa,Gravel,RM,2.6,3,3.9,3.24,117810,7854000
P09187,T Nagar,1837,81,2,1,5,AdjLand,Yes,House,ELO,No Access,RL,4.3,4.1,4.8,4.475,105578,13197230
P02390,Velachery,1880,95,3,2,5,Family,Yes,Commercial,NoSeWa,No Access,C,3.7,3.2,4.2,3.63,109357,13669670
P03404,KK Nagar,2189,1,3,2,5,AdjLand,Yes,Commercial,AllPub,Gravel,RH,2.3,4.7,4.5,3.9,456247,18249860
P09067,Velachery,1853,123,3,2,5,AdjLand,Yes,Commercial,NoSewr ,Paved,C,2.4,4.3,4.5,3.89,279439,14707330
P00330,Chrompet,1057,200,1,1,3,Normal Sale,No,Others,AllPub,Paved,RL,4.3,3.2,2.6,3.35,27435,9144840
P09285,Adyar,723,49,1,1,2,Family,No,Commercial,ELO,Gravel,RM,3.6,3.7,3.7,3.67,142609,10969920
P05669,T Nagar,1812,100,2,1,5,Family,No,Others,ELO,No Access,RL,2.8,2.6,4.2,3.38,232724,12248640
P07880,T Nagar,1788,145,1,1,4,AdjLand,Yes,Others,ELO,No Access,RL,4.6,3,5,4.38,156477,14225180
P09906,Velachery,1615,31,2,1,4,AbNormal,No,House,ELO,Paved,I,4.5,4.5,4.8,4.59,128308,8019280
P00487,Anna Nagar,1755,85,1,1,4,AdjLand,No,House,NoSewr ,No Access,RL,3.8,4.5,2.1,3.295,182565,11410310
P08117,Adyar,1296,25,2,2,4,Family,No,House,AllPub,No Access,RM,3.5,4.4,4.8,4.33,49753,9950600
P04991,KK Nagar,1554,18,2,1,4,AbNormal,Yes,House,NoSeWa,Paved,RL,2.7,2.5,3.8,3.08,229547,9980320
P00214,Anna Nagar,1737,71,1,1,4,AdjLand,Yes,House,AllPub,Gravel,RL,4.4,3.6,4.2,4.12,214392,14292780
P06313,Karapakkam,785,116,1,1,2,Family,Yes,Others,AllPub,No Access,I,4,2.9,3,3.27,86293,5752875
P03528,Karapakkam,1678,70,2,2,4,Partial,Yes,Commercial,NoSeWa,Gravel,C,3.3,2.9,4.9,3.82,202015,11883250
P03457,KK Nagar,2360,171,4,2,6,Normal Sale,Yes,Commercial,NoSewr ,Paved,RM,2,3.9,4.6,3.61,495405,19816180
P04638,KK Nagar,1464,2,2,1,4,Family,Yes,Others,NoSewr ,Paved,RH,4.8,4,3.1,3.88,131525,9394640
P03587,KK Nagar,1632,156,2,1,4,Partial,Yes,Others,AllPub,Gravel,RH,2.7,4.5,2.9,,262661,10506420
P09583,Velachery,1755,103,2,1,4,AbNormal,Yes,Others,ELO,No Access,C,2.6,3.9,4,3.61,61340,8762820
P06391,Velachery,1556,105,2,1,4,Partial,No,Others,NoSeWa,Paved,RL,4.6,2.4,4.4,3.55,130873,9348100
P02470,Adyar,1170,120,1,1,3,AdjLand,No,House,NoSeWa,Gravel,RH,3,3.3,4,3.56,18269,9134740
P09557,Adyar,901,106,1,1,3,Partial,No,Others,AllPub,Gravel,I,4.6,4.8,4.6,4.64,84076,7643255
P06262,Karapakkam,1160,184,1,1,3,Partial,Yes,Commercial,NoSeWa,Gravel,A,4,4.9,2.9,3.83,222156,8886250
P05477,Karapakkam,1570,170,2,2,4,Family,Yes,House,NoSewr ,No Access,A,3,5,3,3.6,128140,6407000
P02309,Karapakkam,1476,167,2,2,4,AbNormal,No,Commercial,NoSewr ,Paved,RL,4.4,3.4,4.4,4.1,126896,11536000
P01548,Karapakkam,586,190,1,1,2,Family,Yes,Others,ELO,Paved,I,4.4,2.9,2.2,3.07,85328,5333000
P04821,Karapakkam,1059,110,1,1,3,Normal Sale,Yes,House,AllPub,Paved,RL,3.9,3.7,4.9,4.24,188382,7849250
P02713,T Nagar,1712,1,1,1,4,AbNormal,Yes,House,NoSewr ,Gravel,RL,3.5,4.7,3.1,3.62,262157,13797720
P08465,Adyar,847,7,1,1,3,Partial,No,Others,NoSeWa,Gravel,RH,2.6,2.1,2.7,2.55,14985,7492300
P02310,Karapakkam,1192,152,1,1,3,Family,No,House,NoSewr ,No Access,I,4.5,4.5,3.6,4.14,101503,5342250
P09665,Velachery,1942,126,3,2,5,Partial,Yes,Commercial,AllPub,No Access,RL,4.1,3.4,2.7,3.37,324253,16212650
P06287,Karapakkam,557,105,1,1,2,Family,Yes,Others,ELO,No Access,I,4.3,3,2.8,3.31,94203,4710125
P06698,Velachery,1728,123,2,1,4,Normal Sale,Yes,Commercial,ELO,Gravel,I,4,2.6,2.8,3.01,283071,14898480
P07369,Velachery,1798,23,2,1,4,Family,Yes,Commercial,AllPub,Gravel,RM,3,3.4,4,3.48,204725,17060380
P02245,Karapakkam,1497,24,2,2,4,Partial,Yes,House,AllPub,Gravel,A,4.4,3.8,4.8,4.38,76249,6931750
P06933,Chrompet,1173,27,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,RH,3.1,2.1,3.2,2.73,24589,8196400
P01002,Anna Nagar,1640,198,1,1,4,Partial,Yes,Commercial,NoSewr ,No Access,RH,3.7,3.4,4.5,3.945,318684,17704670
P07261,KK Nagar,1747,82,2,1,4,Partial,Yes,Others,NoSeWa,Paved,RL,2.2,4.9,3.1,3.37,161770,10784680
P05720,Karapakkam,1342,183,2,2,4,AbNormal,Yes,Commercial,ELO,No Access,I,4.8,2.9,2.2,3.19,211074,9594250
P08626,T Nagar,2000,31,2,1,5,AdjLand,No,House,NoSewr ,No Access,RM,4.1,3.9,2.4,3.285,95178,13596890
P09661,Velachery,1987,158,3,2,5,Family,No,Others,NoSeWa,Gravel,RH,3.7,3,2.9,3.15,167345,11156320
P06041,Karapakkam,1567,2,2,2,4,Family,No,Others,AllPub,Gravel,C,4.2,2.9,4.5,3.93,193147,7725875
P03794,Karapakkam,1188,187,1,1,3,Partial,No,Commercial,AllPub,No Access,RM,2.8,4.8,3.3,3.6,186571,9819500
P04018,Adyar,737,12,1,1,2,Family,No,House,NoSewr ,No Access,A,2,2,3.5,2.75,54169,3869180
P04698,Karapakkam,785,63,1,1,2,AdjLand,Yes,Others,NoSeWa,Paved,C,2.1,5,2.1,2.97,93642,5852625
P02964,KK Nagar,2078,13,3,2,5,AbNormal,No,House,NoSeWa,Paved,RH,2.3,2.8,4.6,,106665,9696820
P08876,Adyar,647,45,1,1,2,Family,Yes,Commercial,AllPub,No Access,RH,2,4.7,4,3.54,76596,9574550
P05953,Karapakkam,1171,111,1,1,3,AdjLand,Yes,Others,AllPub,No Access,A,4,4.8,2.2,3.52,134258,6102625
P07062,KK Nagar,2435,124,4,2,6,Partial,Yes,Commercial,NoSewr ,Gravel,RM,2.6,4,4.1,3.62,364434,20246360
P09683,Velachery,1805,29,3,2,5,AdjLand,Yes,Commercial,AllPub,Paved,RL,2.6,4.7,5,4.27,237027,16930470
P06128,Karapakkam,1145,38,1,1,3,Normal Sale,No,House,AllPub,Gravel,A,4.2,5,3.8,4.28,82654,5510250
P02257,Karapakkam,971,15,1,1,3,Normal Sale,No,House,AllPub,Paved,RL,2.4,2.6,2.1,2.34,156732,6530500
P06193,Karapakkam,1657,78,2,2,4,AbNormal,Yes,Others,NoSeWa,Gravel,RL,3.6,2.5,3.8,3.35,223237,10147125
P08685,Velachery,1638,16,2,1,4,AdjLand,Yes,House,NoSewr ,No Access,RH,4.1,3.1,4.2,3.68,116471,9705900
P05642,Adyar,1284,141,2,2,4,Normal Sale,Yes,Commercial,ELO,Paved,RL,3.4,2.1,4.3,3.59,225505,16107475
P02602,Adyar,1273,66,2,2,4,AbNormal,No,Others,ELO,No Access,A,2.2,3.8,3.4,3.12,96872,7451690
P00726,Chrompet,1185,188,1,1,3,Normal Sale,Yes,House,ELO,Gravel,RL,3.5,3.1,3,3.19,111793,10163000
P06914,T Nagar,1538,161,1,1,4,Family,Yes,Commercial,NoSewr ,Gravel,RL,4.1,3.5,3.8,3.815,368162,19376950
P07558,KK Nagar,1929,84,3,2,5,Normal Sale,No,Others,AllPub,Paved,RH,4.1,2.5,3.1,3.22,81392,10173980
P03775,KK Nagar,1656,30,2,1,4,AbNormal,Yes,House,NoSewr ,Paved,RM,4.1,3.7,4.1,3.98,163652,10910100
P05465,Adyar,1287,9,2,2,4,Family,Yes,Commercial,NoSeWa,Gravel,I,2.6,4.3,2.3,2.79,135123,15013625
P03635,T Nagar,1749,118,1,1,4,AbNormal,No,Others,NoSeWa,No Access,RH,3.5,2.5,4.3,3.61,152274,11713410
P01156,Anna Nagar,1585,188,1,1,4,Family,No,Commercial,AllPub,No Access,RL,2.3,4.2,2.1,,104297,17382790
P02905,T Nagar,1962,180,2,1,5,Normal Sale,Yes,Others,NoSewr ,Paved,RM,4.8,3.9,3.6,4.035,222082,15862990
P06729,KK Nagar,1425,106,2,1,4,Normal Sale,No,House,NoSewr ,Paved,RL,3.8,3.4,3.8,3.68,69418,8677280
P05579,Karapakkam,884,11,1,1,2,Normal Sale,Yes,Commercial,NoSewr ,Paved,I,4.8,2.7,3.8,3.77,132520,8282500
P00343,Chrompet,1052,159,1,1,3,Normal Sale,No,Others,NoSewr ,No Access,RH,4.4,2,4.4,3.44,103048,7926740
P00100,T Nagar,1756,12,1,1,4,Partial,No,House,NoSeWa,Gravel,RL,5,5,3.5,4.325,133029,12093570
P02620,Karapakkam,523,148,1,1,2,AbNormal,Yes,House,AllPub,Gravel,RM,3,4.2,4,3.76,118240,7390000
P04790,Velachery,1524,33,2,1,4,Family,Yes,Others,NoSewr ,Paved,RM,3.9,3.2,3.8,3.56,187906,11053290
P00721,T Nagar,1949,137,2,1,5,Partial,Yes,Others,NoSewr ,No Access,RM,3.3,2.6,2,2.54,216974,14464930
P03999,Chrompet,1263,61,2,1,4,AdjLand,No,Others,NoSeWa,Gravel,RL,4.7,3.5,2.2,3.47,127644,10637010
P06556,KK Nagar,1917,106,3,2,5,Family,Yes,House,AllPub,Paved,RL,2.7,4.8,3.4,3.61,276149,11045960
P07169,KK Nagar,1401,100,2,1,4,Partial,No,House,NoSeWa,Paved,RH,2.2,4.7,3,3.27,148204,7410200
P00040,Chrompet,723,8,1,1,2,Family,No,Others,AllPub,Gravel,RM,2.7,4.1,5,3.95,77813,8645860
P07638,T Nagar,1660,156,1,1,4,Normal Sale,No,Commercial,NoSeWa,Paved,RH,4,3.1,4.5,4,249028,17787740
P01919,Chrompet,895,191,1,1,3,Partial,Yes,House,ELO,Gravel,RH,3.9,4,3.5,3.82,93662,8514750
P06857,Anna Nagar,1889,160,2,1,5,Partial,Yes,House,ELO,Gravel,RM,3.5,2.4,2.4,2.785,83046,13841050
P04167,Chrompet,1199,187,1,1,3,AdjLand,No,Others,NoSewr ,Paved,RH,2.5,2,4.9,3.02,27482,9160580
P01855,Karapakkam,782,95,1,1,2,AdjLand,Yes,Commercial,AllPub,No Access,I,3.8,3.8,3.4,3.64,132507,7794500
P01305,Anna Nagar,1571,124,1,1,4,Partial,Yes,Others,NoSewr ,Paved,RL,3.9,2.5,4.8,3.91,64733,12946530
P03199,KK Nagar,1848,178,3,2,5,Normal Sale,Yes,Commercial,NoSewr ,Paved,RL,3.8,2.3,2.8,2.95,381199,15883280
P04142,Chrompet,1131,64,1,1,3,AdjLand,Yes,Others,NoSewr ,No Access,RL,4.6,4.7,3.2,4.22,121076,10089670
P01778,Karapakkam,1062,15,1,1,3,AdjLand,Yes,House,AllPub,No Access,A,4.3,2.1,4.9,3.88,112051,5335750
P04954,KK Nagar,1983,148,3,2,5,AdjLand,Yes,House,AllPub,Paved,RM,2.3,4.3,2.1,2.82,254664,12126880
P08796,Velachery,1572,1,2,1,4,AdjLand,No,House,NoSewr ,Gravel,C,2,4.3,2.4,3.16,65324,8165450
P08827,Anna Nagar,1535,149,1,1,4,Family,No,Others,ELO,Gravel,RH,3.6,3.1,4.3,3.755,206725,11484740
P09007,T Nagar,1818,193,2,1,5,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RM,4.2,2.3,3.9,3.59,154173,22024740
P03358,KK Nagar,1484,54,2,1,4,Partial,Yes,Other,NoSewr ,Gravel,RH,3.4,2.5,4.2,,224733,9771020
P06132,KK Nagar,2189,60,3,2,5,AdjLand,No,Others,NoSewr ,Gravel,RH,4.9,4.5,2.7,3.9,253509,12071880
P00079,Chrompet,1203,171,2,1,4,Partial,No,Commercial,AllPub,No Access,RL,2.6,4.8,3,3.6,219734,12925550
P05873,KK Nagar,1610,140,2,1,4,Partial,Yes,Commercial,AllPub,Gravel,RM,2.9,2.2,4.6,3.37,292362,15387480
P05499,Adyar,863,26,1,1,3,AbNormal,Yes,House,NoSeWa,Paved,A,3.1,3.7,3.1,3.22,59733,6637005
P03121,Karapakkam,985,61,1,1,3,Partial,No,Others,AllPub,Gravel,RL,2.2,4.4,2.3,2.9,59575,7446875
P01557,Karapakkam,1623,47,2,2,4,AbNormal,No,Commercial,AllPub,Paved,RH,4.6,2.7,4.2,3.87,291463,11658500
P04745,Adyar,1019,153,1,1,3,Partial,No,House,ELO,Gravel,C,3.7,3.5,3.4,3.51,26654,6663435
P04769,Karapakkam,1575,4,2,2,4,Family,Yes,House,NoSeWa,Paved,RM,3.6,3.1,4.3,3.73,227568,9894250
P08883,Chrompet,802,161,1,1,3,AbNormal,No,Others,NoSeWa,No Access,RM,3.4,4.2,3.6,3.78,47811,7968490
P08909,T Nagar,1846,190,2,1,5,Normal Sale,No,Others,NoSewr ,No Access,RH,2.8,2,5,3.59,173653,12403760
P03773,Chrompet,759,131,1,1,2,AdjLand,No,Others,AllPub,Paved,RL,4,4.7,3,3.98,57045,8149280
P02174,KK Nagar,2060,159,3,2,5,AbNormal,No,Commercial,NoSewr ,Paved,RL,3.1,3.6,4.5,3.81,352277,16012600
P01552,KK Nagar,1503,183,2,1,4,Partial,Yes,Others,NoSeWa,Gravel,RM,4.3,4.5,3.2,3.92,244663,11121040
P05290,Velachery,1853,17,3,2,5,Partial,Yes,House,NoSeWa,No Access,RL,4.2,4.1,2.6,3.68,75698,9462230
P01161,T Nagar,1739,16,1,1,4,AdjLand,Yes,Commercial,NoSeWa,Paved,RL,4.5,4.9,4,4.375,286686,20477590
P04884,Karapakkam,766,38,1,1,2,Family,Yes,Commercial,NoSeWa,Paved,RM,4.8,2.2,2,2.9,105066,8755500
P08858,Chrompet,857,27,1,1,3,AbNormal,Yes,Others,AllPub,No Access,RL,3,2.4,4.8,3.3,127074,8471590
P00922,T Nagar,1887,108,2,1,5,Partial,No,House,ELO,Gravel,RM,3,4.4,2.3,3.035,234433,13024030
P02543,Karapakkam,1502,98,2,2,4,Normal Sale,No,House,NoSewr ,No Access,RM,2.2,2.2,2.4,2.28,147875,8215250
P07228,Velachery,1568,109,2,1,4,Family,No,Others,NoSeWa,No Access,A,3.4,2.3,4.1,3.12,114513,6361850
P09140,Chrompet,918,190,1,1,3,Partial,No,Commercial,NoSeWa,No Access,RM,3.6,2.7,4.2,3.42,32788,10929300
P07212,Adyar,1289,70,2,2,4,Normal Sale,No,Commercial,AllPub,Gravel,RH,3.2,3.9,2.3,2.89,87807,14634500
P04493,KK Nagar,1941,34,3,2,5,AdjLand,No,Others,NoSeWa,Gravel,RM,3.7,3.7,3.2,3.5,220112,12228420
P09681,Velachery,1730,146,2,1,4,AbNormal,Yes,Others,NoSeWa,No Access,RL,2,4.7,2.6,3.4,157416,10494410
P09981,Velachery,1513,128,2,1,4,Normal Sale,Yes,Commercial,ELO,Gravel,A,2.6,3,4.7,3.41,86454,12350640
P09634,Velachery,1762,142,2,1,4,Family,Yes,House,NoSeWa,No Access,RH,2.7,2.1,4.8,3.06,63498,9071080
P01323,Anna Nagar,1970,65,2,1,5,Partial,Yes,House,AllPub,No Access,RH,2.9,4.8,3.4,3.575,112058,12450910
P05737,Velachery,1702,129,2,1,4,AbNormal,No,Commercial,NoSewr ,No Access,I,4.4,2.3,2.3,2.83,207836,12225650
P09872,Velachery,1726,19,2,1,4,Partial,No,House,NoSewr ,No Access,C,2.6,3,3.4,3.02,122484,6804640
P00812,Chrompet,1243,164,2,1,4,Family,Yes,Commercial,NoSewr ,Gravel,RL,2.7,3.5,4.1,3.44,108466,15495150
P09951,Velachery,1550,53,2,1,4,Partial,Yes,Commercial,ELO,Gravel,A,3.5,2.1,3.4,2.84,236677,12456680
P05443,KK Nagar,1830,123,3,2,5,AdjLand,Yes,Commercial,AllPub,Gravel,RH,3.2,2,3.4,2.92,342558,16312280
P03302,Karapakkam,1435,76,2,2,4,AbNormal,Yes,House,NoSeWa,Gravel,RM,3.4,3.8,4.8,4.08,195065,9753250
P05464,Velachery,1729,105,2,1,4,Partial,Yes,Others,ELO,Paved,RH,4.4,4.8,2,3.86,116927,10629750
P09248,T Nagar,1572,113,1,1,4,AdjLand,Yes,Commercial,AllPub,Gravel,RM,2.9,2.7,4.5,3.57,207159,20715860
P03610,Chrompet,1145,74,1,1,3,AdjLand,Yes,Commercial,NoSewr ,Gravel,RH,4.3,2.7,2.5,3.12,185864,14297200
P00156,Chrompet,1043,143,1,1,3,AbNormal,Yes,Others,ELO,No Access,RH,3.9,3.7,2.7,3.46,66539,8317410
P06581,Karapakkam,1332,137,1,1,3,Normal Sale,No,Others,NoSewr ,Paved,RM,3.5,3.4,4.2,3.75,140446,8261500
P02416,Karapakkam,608,41,1,1,2,Family,Yes,Commercial,ELO,No Access,I,4.5,3.9,2.5,3.52,99300,6206250
P03339,Adyar,676,67,1,1,2,Partial,Yes,Commercial,NoSewr ,No Access,I,3.2,2.4,2.1,2.49,16801,8400465
P05654,Velachery,1685,175,2,1,4,AdjLand,Yes,Others,NoSeWa,Gravel,RH,3.9,3.8,5,4.19,177669,11104320
P08754,Adyar,658,175,1,1,2,AdjLand,No,Others,NoSeWa,Gravel,C,3.6,4.9,3.2,3.66,36503,6083885
P08597,Chrompet,1008,99,1,1,3,AdjLand,No,Others,NoSeWa,Paved,RL,5,4.4,3.9,4.43,106034,8836160
P05620,Anna Nagar,1924,36,2,1,5,Family,No,Others,ELO,No Access,RM,3,2,5,3.55,95340,13620040
P07050,KK Nagar,2112,77,3,2,5,AdjLand,No,Commercial,NoSewr ,Gravel,RH,2.8,3,2.1,2.58,351886,16756460
P05989,Chrompet,917,177,1,1,3,Normal Sale,Yes,Commercial,NoSewr ,Gravel,RH,2.8,2.8,4.4,3.28,95120,11889950
P04597,Karapakkam,1353,20,2,2,4,AbNormal,Yes,Others,ELO,No Access,RL,3.7,2.3,2.5,,77165,8573875
P03995,Anna Nagar,1694,161,1,1,4,AbNormal,Yes,Others,AllPub,Paved,RL,4.4,2.9,3.6,3.705,154605,14054970
P08602,Anna Nagar,1625,192,1,1,4,AdjLand,Yes,Commercial,AllPub,No Access,RH,4.3,5,4.3,4.475,128213,18316110
P00994,Anna Nagar,1882,45,2,1,5,Normal Sale,Yes,Others,AllPub,No Access,RL,2.2,3.6,4.5,3.47,221428,14761860
P00836,T Nagar,1924,80,2,1,5,Normal Sale,Yes,Commercial,AllPub,No Access,RM,2.9,2.5,2.5,2.62,287602,22123260
